task,measure,ce,bacc,auc,logloss,mcc,learning_rate,feature_fraction,min_data_in_leaf,num_leaves,num_iterations
jm1,logloss,0.178871097337006,0.579614205771828,0.763854563830851,0.416922150383077,0.27004281992319,-5.8161471168091,0.898721073381603,2,131,1100
jm1,mcc,0.177677003997191,0.629072254316561,0.731956499686242,0.480095094738311,0.331861396333174,-1.78092163347507,0.871242581936531,9,241,119
jungle_chess_2pcs_raw_endgame_complete,auc,0.124478493706533,0.824671971570269,0.983319134791545,0.227490688816542,0.782913520007877,-3.85803471396609,0.964379409328103,7,88,597
jungle_chess_2pcs_raw_endgame_complete,bacc,0.122425813746195,0.831653505249408,0.981710340360226,0.239719136653737,0.786573798816391,-1.54311932115451,0.972059802734293,10,23,165
jungle_chess_2pcs_raw_endgame_complete,ce,0.118721970626935,0.831855972953974,0.982321760481909,0.225775462923618,0.792934753610496,-1.53721338184434,0.987583586759865,4,20,297
jungle_chess_2pcs_raw_endgame_complete,logloss,0.12644188298235,0.820357892373304,0.9814370214378,0.21023144507842,0.779420565433503,-2.87918931326846,0.941546960501,11,36,1364
jungle_chess_2pcs_raw_endgame_complete,mcc,0.120685384798387,0.829042495685343,0.982037829667024,0.228067983801168,0.789517806036901,-1.18674407326477,0.97567665304523,9,19,216
kc1,auc,0.154574588129091,0.5,0.850140003623581,0.409708201811009,0,-6.37356684813044,0.410282955202274,2,130,67
kc1,bacc,0.138937034529452,0.733668039062396,0.784001038807509,1.36664716449244,0.473321842832745,-0.710759052772589,0.441279980167747,8,34,86
kc1,ce,0.116650868878357,0.673913936141276,0.805387134717332,0.349426122581273,0.475688104662139,-0.446931605634087,0.993841582932509,48,98,86
kc1,logloss,0.135132024373731,0.618064854257851,0.830346211907221,0.326893681080714,0.351221149088409,-3.81272184728334,0.558376078587025,4,15,209
kc1,mcc,0.121855111712932,0.721260928996829,0.789662319795786,0.482005443526699,0.493257427782415,-0.83577395585156,0.890602146973833,41,112,98
kc2,auc,0.141835994194485,0.741108119522754,0.8932868757259,0.361335496904722,0.542707059842256,-0.958326282517977,0.927753652445972,7,248,23
kc2,bacc,0.151487663280116,0.843724527505015,0.826392672368282,0.923988825360951,0.628670516612026,-0.103619204183813,0.725665340013802,14,22,39
kc2,ce,0.095899854862119,0.798173371344103,0.859241632351388,0.34441642955287,0.68777362087823,-0.92190009756566,0.977600221871398,38,242,57
kc2,logloss,0.120863570391872,0.762596346742688,0.853019480519481,0.318172080164267,0.578254238269684,-0.866134358518585,0.986889679799788,32,209,52
kc2,mcc,0.105515239477504,0.814536479780382,0.824461778059339,0.730639300552001,0.673999619234486,-0.0207936613239518,0.618234514724463,48,51,26
kr-vs-kp,auc,0.00750881661442006,0.992529659463323,0.999954850361197,0.0234547581918028,0.98509691026347,-0.454968807129274,0.836289924383164,26,203,66
kr-vs-kp,bacc,0.0018769592476489,0.998119254267523,0.99959143098661,0.0205424215305541,0.996263043078255,-0.338085323541604,0.850889826961793,6,246,11
kr-vs-kp,ce,0.0018769592476489,0.998119254267523,0.999601738991585,0.0373981348263774,0.996263043078255,-0.542767680552306,0.450099822692573,6,217,50
kr-vs-kp,logloss,0.0025019592476489,0.997465659496281,0.999917532547771,0.00949498151249166,0.995005524419072,-1.53966457605518,0.954389100871049,9,47,164
kr-vs-kp,mcc,0.0015644592476489,0.998418655465128,0.999776586369951,0.0308978425777667,0.996878831002581,-0.405802063977179,0.962761086574756,6,184,15
madelon,auc,0.140769230769231,0.859230769230769,0.932597633136095,0.431722871807028,0.719386584325889,-4.45974941632303,0.492998134484515,2,125,181
madelon,bacc,0.123076923076923,0.876923076923077,0.924508875739645,0.401496202541993,0.754264315963749,-2.925061715606,0.484470012155362,5,148,43
madelon,ce,0.124615384615385,0.875384615384616,0.924568047337278,0.409907548381864,0.751340738862667,-2.93697309400152,0.48068643740844,2,77,41
madelon,logloss,0.135769230769231,0.864230769230769,0.931686390532544,0.331876872207521,0.729272423178046,-6.7240277563653,0.581506993155927,1,104,3964
