nrow,nfeatures,n_layers,neurons,p,opt_lr,opt_weight_decay,epochs,rss_kb,rss_mib
48329,50,2,1024,0.2,1e-05,1e-06,10,932992,911.12500000000000000000
88586,50,2,1024,0.2,1e-05,1e-06,10,1019984,996.07812500000000000000
162377,50,2,1024,0.2,1e-05,1e-06,10,1000416,976.96875000000000000000
297635,50,2,1024,0.2,1e-05,1e-06,10,767616,749.62500000000000000000
545559,50,2,1024,0.2,1e-05,1e-06,10,800784,782.01562500000000000000
1e+06,50,2,1024,0.2,1e-05,1e-06,10,772896,754.78125000000000000000
10,50,4,1024,0.2,1e-05,1e-06,10,653968,638.64062500000000000000
18,50,4,1024,0.2,1e-05,1e-06,10,689616,673.45312500000000000000
33,50,4,1024,0.2,1e-05,1e-06,10,714912,698.15625000000000000000
61,50,4,1024,0.2,1e-05,1e-06,10,752816,735.17187500000000000000
112,50,4,1024,0.2,1e-05,1e-06,10,784016,765.64062500000000000000
206,50,4,1024,0.2,1e-05,1e-06,10,768288,750.28125000000000000000
379,50,4,1024,0.2,1e-05,1e-06,10,754880,737.18750000000000000000
695,50,4,1024,0.2,1e-05,1e-06,10,797952,779.25000000000000000000
1274,50,4,1024,0.2,1e-05,1e-06,10,840400,820.70312500000000000000
2335,50,4,1024,0.2,1e-05,1e-06,10,846880,827.03125000000000000000
4281,50,4,1024,0.2,1e-05,1e-06,10,834752,815.18750000000000000000
7847,50,4,1024,0.2,1e-05,1e-06,10,859792,839.64062500000000000000
14384,50,4,1024,0.2,1e-05,1e-06,10,880768,860.12500000000000000000
26366,50,4,1024,0.2,1e-05,1e-06,10,929632,907.84375000000000000000
48329,50,4,1024,0.2,1e-05,1e-06,10,865920,845.62500000000000000000
88586,50,4,1024,0.2,1e-05,1e-06,10,957824,935.37500000000000000000
162377,50,4,1024,0.2,1e-05,1e-06,10,866688,846.37500000000000000000
297635,50,4,1024,0.2,1e-05,1e-06,10,920992,899.40625000000000000000
545559,50,4,1024,0.2,1e-05,1e-06,10,833872,814.32812500000000000000
1e+06,50,4,1024,0.2,1e-05,1e-06,10,821872,802.60937500000000000000
10,50,8,1024,0.2,1e-05,1e-06,10,775968,757.78125000000000000000
18,50,8,1024,0.2,1e-05,1e-06,10,838400,818.75000000000000000000
33,50,8,1024,0.2,1e-05,1e-06,10,793712,775.10937500000000000000
61,50,8,1024,0.2,1e-05,1e-06,10,810752,791.75000000000000000000
112,50,8,1024,0.2,1e-05,1e-06,10,925936,904.23437500000000000000
206,50,8,1024,0.2,1e-05,1e-06,10,943264,921.15625000000000000000
379,50,8,1024,0.2,1e-05,1e-06,10,908432,887.14062500000000000000
695,50,8,1024,0.2,1e-05,1e-06,10,877328,856.76562500000000000000
1274,50,8,1024,0.2,1e-05,1e-06,10,932160,910.31250000000000000000
2335,50,8,1024,0.2,1e-05,1e-06,10,878704,858.10937500000000000000
4281,50,8,1024,0.2,1e-05,1e-06,10,913952,892.53125000000000000000
7847,50,8,1024,0.2,1e-05,1e-06,10,894896,873.92187500000000000000
14384,50,8,1024,0.2,1e-05,1e-06,10,1022528,998.56250000000000000000
26366,50,8,1024,0.2,1e-05,1e-06,10,981664,958.65625000000000000000
48329,50,8,1024,0.2,1e-05,1e-06,10,1168128,1140.75000000000000000000
88586,50,8,1024,0.2,1e-05,1e-06,10,1084384,1058.96875000000000000000
162377,50,8,1024,0.2,1e-05,1e-06,10,1110096,1084.07812500000000000000
297635,50,8,1024,0.2,1e-05,1e-06,10,1065632,1040.65625000000000000000
545559,50,8,1024,0.2,1e-05,1e-06,10,938752,916.75000000000000000000
1e+06,50,8,1024,0.2,1e-05,1e-06,10,900432,879.32812500000000000000
10,50,16,1024,0.2,1e-05,1e-06,10,1018144,994.28125000000000000000
18,50,16,1024,0.2,1e-05,1e-06,10,1023776,999.78125000000000000000
33,50,16,1024,0.2,1e-05,1e-06,10,1085968,1060.51562500000000000000
61,50,16,1024,0.2,1e-05,1e-06,10,1050528,1025.90625000000000000000
112,50,16,1024,0.2,1e-05,1e-06,10,1069600,1044.53125000000000000000
206,50,16,1024,0.2,1e-05,1e-06,10,1111456,1085.40625000000000000000
379,50,16,1024,0.2,1e-05,1e-06,10,1157312,1130.18750000000000000000
695,50,16,1024,0.2,1e-05,1e-06,10,1204992,1176.75000000000000000000
1274,50,16,1024,0.2,1e-05,1e-06,10,1173136,1145.64062500000000000000
2335,50,16,1024,0.2,1e-05,1e-06,10,1123856,1097.51562500000000000000
4281,50,16,1024,0.2,1e-05,1e-06,10,1107520,1081.56250000000000000000
7847,50,16,1024,0.2,1e-05,1e-06,10,1071744,1046.62500000000000000000
14384,50,16,1024,0.2,1e-05,1e-06,10,1277200,1247.26562500000000000000
26366,50,16,1024,0.2,1e-05,1e-06,10,1150560,1123.59375000000000000000
48329,50,16,1024,0.2,1e-05,1e-06,10,1133600,1107.03125000000000000000
88586,50,16,1024,0.2,1e-05,1e-06,10,1135040,1108.43750000000000000000
162377,50,16,1024,0.2,1e-05,1e-06,10,1064496,1039.54687500000000000000
297635,50,16,1024,0.2,1e-05,1e-06,10,1393504,1360.84375000000000000000
545559,50,16,1024,0.2,1e-05,1e-06,10,1268688,1238.95312500000000000000
1e+06,50,16,1024,0.2,1e-05,1e-06,10,1136528,1109.89062500000000000000
