nrow,nfeatures,n_blocks,d_block,d_hidden_multiplier,dropout1,dropout2,lr,weight_decay,epochs,rss_kb,rss_mib
5000,1,4,256,4,0.2,0.2,1e-05,1e-06,10,929328,907.54687500000000000000
10000,1,4,256,4,0.2,0.2,1e-05,1e-06,10,915616,894.15625000000000000000
50000,1,4,256,4,0.2,0.2,1e-05,1e-06,10,892720,871.79687500000000000000
1e+05,1,4,256,4,0.2,0.2,1e-05,1e-06,10,905616,884.39062500000000000000
100,10,4,256,4,0.2,0.2,1e-05,1e-06,10,756992,739.25000000000000000000
1000,10,4,256,4,0.2,0.2,1e-05,1e-06,10,887040,866.25000000000000000000
5000,10,4,256,4,0.2,0.2,1e-05,1e-06,10,902208,881.06250000000000000000
10000,10,4,256,4,0.2,0.2,1e-05,1e-06,10,934736,912.82812500000000000000
50000,10,4,256,4,0.2,0.2,1e-05,1e-06,10,912032,890.65625000000000000000
1e+05,10,4,256,4,0.2,0.2,1e-05,1e-06,10,899792,878.70312500000000000000
100,50,4,256,4,0.2,0.2,1e-05,1e-06,10,775952,757.76562500000000000000
1000,50,4,256,4,0.2,0.2,1e-05,1e-06,10,894448,873.48437500000000000000
5000,50,4,256,4,0.2,0.2,1e-05,1e-06,10,901872,880.73437500000000000000
10000,50,4,256,4,0.2,0.2,1e-05,1e-06,10,908720,887.42187500000000000000
50000,50,4,256,4,0.2,0.2,1e-05,1e-06,10,902224,881.07812500000000000000
1e+05,50,4,256,4,0.2,0.2,1e-05,1e-06,10,908448,887.15625000000000000000
100,100,4,256,4,0.2,0.2,1e-05,1e-06,10,732576,715.40625000000000000000
1000,100,4,256,4,0.2,0.2,1e-05,1e-06,10,833248,813.71875000000000000000
5000,100,4,256,4,0.2,0.2,1e-05,1e-06,10,912288,890.90625000000000000000
10000,100,4,256,4,0.2,0.2,1e-05,1e-06,10,934720,912.81250000000000000000
50000,100,4,256,4,0.2,0.2,1e-05,1e-06,10,925824,904.12500000000000000000
1e+05,100,4,256,4,0.2,0.2,1e-05,1e-06,10,914816,893.37500000000000000000
100,500,4,256,4,0.2,0.2,1e-05,1e-06,10,776640,758.43750000000000000000
1000,500,4,256,4,0.2,0.2,1e-05,1e-06,10,887184,866.39062500000000000000
5000,500,4,256,4,0.2,0.2,1e-05,1e-06,10,916304,894.82812500000000000000
10000,500,4,256,4,0.2,0.2,1e-05,1e-06,10,932496,910.64062500000000000000
50000,500,4,256,4,0.2,0.2,1e-05,1e-06,10,905984,884.75000000000000000000
1e+05,500,4,256,4,0.2,0.2,1e-05,1e-06,10,898272,877.21875000000000000000
100,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,766432,748.46875000000000000000
1000,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,889168,868.32812500000000000000
5000,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,919424,897.87500000000000000000
10000,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,911536,890.17187500000000000000
50000,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,884096,863.37500000000000000000
1e+05,1000,4,256,4,0.2,0.2,1e-05,1e-06,10,919184,897.64062500000000000000
100,1,4,512,4,0.2,0.2,1e-05,1e-06,10,967440,944.76562500000000000000
1000,1,4,512,4,0.2,0.2,1e-05,1e-06,10,1071792,1046.67187500000000000000
5000,1,4,512,4,0.2,0.2,1e-05,1e-06,10,1090272,1064.71875000000000000000
10000,1,4,512,4,0.2,0.2,1e-05,1e-06,10,1101984,1076.15625000000000000000
50000,1,4,512,4,0.2,0.2,1e-05,1e-06,10,1066928,1041.92187500000000000000
1e+05,1,4,512,4,0.2,0.2,1e-05,1e-06,10,1113248,1087.15625000000000000000
100,10,4,512,4,0.2,0.2,1e-05,1e-06,10,935520,913.59375000000000000000
1000,10,4,512,4,0.2,0.2,1e-05,1e-06,10,1098688,1072.93750000000000000000
5000,10,4,512,4,0.2,0.2,1e-05,1e-06,10,1076640,1051.40625000000000000000
10000,10,4,512,4,0.2,0.2,1e-05,1e-06,10,1086224,1060.76562500000000000000
50000,10,4,512,4,0.2,0.2,1e-05,1e-06,10,1062688,1037.78125000000000000000
1e+05,10,4,512,4,0.2,0.2,1e-05,1e-06,10,1131568,1105.04687500000000000000
100,50,4,512,4,0.2,0.2,1e-05,1e-06,10,971648,948.87500000000000000000
1000,50,4,512,4,0.2,0.2,1e-05,1e-06,10,1074048,1048.87500000000000000000
5000,50,4,512,4,0.2,0.2,1e-05,1e-06,10,1094352,1068.70312500000000000000
10000,50,4,512,4,0.2,0.2,1e-05,1e-06,10,1086480,1061.01562500000000000000
50000,50,4,512,4,0.2,0.2,1e-05,1e-06,10,1071856,1046.73437500000000000000
1e+05,50,4,512,4,0.2,0.2,1e-05,1e-06,10,1127728,1101.29687500000000000000
100,100,4,512,4,0.2,0.2,1e-05,1e-06,10,929520,907.73437500000000000000
1000,100,4,512,4,0.2,0.2,1e-05,1e-06,10,1083904,1058.50000000000000000000
5000,100,4,512,4,0.2,0.2,1e-05,1e-06,10,1116752,1090.57812500000000000000
10000,100,4,512,4,0.2,0.2,1e-05,1e-06,10,1108096,1082.12500000000000000000
50000,100,4,512,4,0.2,0.2,1e-05,1e-06,10,1087648,1062.15625000000000000000
1e+05,100,4,512,4,0.2,0.2,1e-05,1e-06,10,1100800,1075.00000000000000000000
100,500,4,512,4,0.2,0.2,1e-05,1e-06,10,926736,905.01562500000000000000
1000,500,4,512,4,0.2,0.2,1e-05,1e-06,10,1132608,1106.06250000000000000000
5000,500,4,512,4,0.2,0.2,1e-05,1e-06,10,1074944,1049.75000000000000000000
10000,500,4,512,4,0.2,0.2,1e-05,1e-06,10,1093536,1067.90625000000000000000
50000,500,4,512,4,0.2,0.2,1e-05,1e-06,10,1084128,1058.71875000000000000000
1e+05,500,4,512,4,0.2,0.2,1e-05,1e-06,10,1097616,1071.89062500000000000000
100,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,949024,926.78125000000000000000
1000,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,1090496,1064.93750000000000000000
5000,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,1061456,1036.57812500000000000000
10000,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,1095088,1069.42187500000000000000
50000,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,1086048,1060.59375000000000000000
1e+05,1000,4,512,4,0.2,0.2,1e-05,1e-06,10,1081056,1055.71875000000000000000
100,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1446016,1412.12500000000000000000
1000,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1300352,1269.87500000000000000000
5000,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1594160,1556.79687500000000000000
10000,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1430976,1397.43750000000000000000
50000,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1622384,1584.35937500000000000000
1e+05,1,4,1024,4,0.2,0.2,1e-05,1e-06,10,1470256,1435.79687500000000000000
100,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1455152,1421.04687500000000000000
1000,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1544496,1508.29687500000000000000
5000,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1587760,1550.54687500000000000000
10000,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1600704,1563.18750000000000000000
50000,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1562800,1526.17187500000000000000
1e+05,10,4,1024,4,0.2,0.2,1e-05,1e-06,10,1528720,1492.89062500000000000000
100,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1323472,1292.45312500000000000000
1000,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1588608,1551.37500000000000000000
5000,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1517040,1481.48437500000000000000
10000,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1431392,1397.84375000000000000000
50000,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1365312,1333.31250000000000000000
1e+05,50,4,1024,4,0.2,0.2,1e-05,1e-06,10,1343904,1312.40625000000000000000
100,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1397296,1364.54687500000000000000
1000,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1494768,1459.73437500000000000000
5000,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1514160,1478.67187500000000000000
10000,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1329008,1297.85937500000000000000
50000,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1411584,1378.50000000000000000000
1e+05,100,4,1024,4,0.2,0.2,1e-05,1e-06,10,1502480,1467.26562500000000000000
100,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1372176,1340.01562500000000000000
1000,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1459184,1424.98437500000000000000
5000,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1381952,1349.56250000000000000000
10000,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1425728,1392.31250000000000000000
50000,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1558176,1521.65625000000000000000
1e+05,500,4,1024,4,0.2,0.2,1e-05,1e-06,10,1633744,1595.45312500000000000000
100,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1444304,1410.45312500000000000000
1000,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1340768,1309.34375000000000000000
5000,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1590512,1553.23437500000000000000
10000,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1545600,1509.37500000000000000000
50000,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1524112,1488.39062500000000000000
1e+05,1000,4,1024,4,0.2,0.2,1e-05,1e-06,10,1549344,1513.03125000000000000000
