nrow,nfeatures,n_blocks,d_token,residual_dropout,attention_dropout,ffn_dropout,ffn_d_hidden_multiplier,lr,weight_decay,epochs,rss_kb,rss_mib
50000,500,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1714352,1674.17187500000000000000
1e+05,500,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1760112,1718.85937500000000000000
100,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1290656,1260.40625000000000000000
1000,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1258576,1229.07812500000000000000
5000,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1403504,1370.60937500000000000000
10000,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1525936,1490.17187500000000000000
50000,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1765696,1724.31250000000000000000
1e+05,1000,4,256,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2068960,2020.46875000000000000000
100,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1012784,989.04687500000000000000
1000,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1196912,1168.85937500000000000000
5000,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1220048,1191.45312500000000000000
10000,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1243392,1214.25000000000000000000
50000,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1261744,1232.17187500000000000000
1e+05,1,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1228640,1199.84375000000000000000
100,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1060832,1035.96875000000000000000
1000,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1408704,1375.68750000000000000000
5000,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1493424,1458.42187500000000000000
10000,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1494192,1459.17187500000000000000
50000,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1562416,1525.79687500000000000000
1e+05,10,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1489152,1454.25000000000000000000
100,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1696736,1656.96875000000000000000
1000,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2146480,2096.17187500000000000000
5000,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2120016,2070.32812500000000000000
10000,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2190960,2139.60937500000000000000
50000,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2284240,2230.70312500000000000000
1e+05,50,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2555552,2495.65625000000000000000
100,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,1862432,1818.78125000000000000000
1000,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2588160,2527.50000000000000000000
5000,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2681696,2618.84375000000000000000
10000,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2673344,2610.68750000000000000000
50000,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2633312,2571.59375000000000000000
1e+05,100,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2604560,2543.51562500000000000000
100,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2148272,2097.92187500000000000000
1000,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2408864,2352.40625000000000000000
5000,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2487776,2429.46875000000000000000
10000,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2590464,2529.75000000000000000000
50000,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2545536,2485.87500000000000000000
1e+05,500,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2604880,2543.82812500000000000000
100,1000,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2150480,2100.07812500000000000000
1000,1000,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2718960,2655.23437500000000000000
5000,1000,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2748112,2683.70312500000000000000
10000,1000,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2847376,2780.64062500000000000000
50000,1000,4,512,0.1,0.2,0.2,1.33333333333333,1e-05,1e-06,10,2790688,2725.28125000000000000000
