task,measure,ce,bacc,logloss,auc,mcc,ranger.mtry.ratio,ranger.replace,ranger.sample.fraction,ranger.num.trees
car,logloss,0.014460949052292,0.979409207220212,0.0395825070533165,0.999499609906309,0.968857560924992,0.840901331044734,FALSE,0.750799901387654,1000
christine,logloss,0.263387126477549,0.736612682793495,0.534287608080271,0.815942676585437,0.474188838584061,0.163384763989598,FALSE,0.960548576782458,1000
churn,logloss,0.0412,0.879639213826898,0.161252235994365,0.917599417396666,0.822193723358969,0.316448760218918,FALSE,0.742803086945787,1000
climate-model-simulation-crashes,logloss,0.0666666666666667,0.671459183673469,0.166210560586632,0.920964285714286,0.484707826365939,0.436562076210976,FALSE,0.953297982225195,1000
cmc,logloss,0.439207574921861,0.529711730043798,0.883581040730598,0.766446368044389,0.313881572583734,0.785833752946928,TRUE,0.355119920824654,1000
cnae-9,logloss,0.0842592592592593,0.915740740740741,0.259521168965616,0.996180555555556,0.90601336512362,0.091851290082559,FALSE,0.993710988061503,1000
connect-4,logloss,0.178959963871246,0.621384489984712,0.468745978215557,0.895299200093386,0.618554722075957,0.325307894032449,FALSE,0.936871072230861,1000
credit-approval,logloss,0.131884057971015,0.870163466980105,0.316556321323927,0.939853003061832,0.738511193779245,0.913684011669829,FALSE,0.283129418292083,1000
credit-g,logloss,0.222,0.69,0.485002293527947,0.801476190476191,0.434733539215321,0.373488859273493,TRUE,0.916524000396021,1000
cylinder-bands,logloss,0.155555555555556,0.833424510710188,0.370549062567688,0.922587518328446,0.68406147236048,0.194151292089373,FALSE,0.995955712231807,1000
diabetes,logloss,0.233133971291866,0.728356125356125,0.470600412422164,0.839310541310541,0.475332299196216,0.442561120726168,FALSE,0.612941626599059,1000
dilbert,logloss,0.0281,0.971910564665525,0.2466688223395,0.999156817605242,0.964905407346655,0.377919388702139,FALSE,0.995936949341558,1000
dna,logloss,0.0505451390942608,0.94391694826698,0.162303235443869,0.994287846928217,0.918228465213991,0.355887847021222,FALSE,0.982440067920834,1000
dresses-sales,logloss,0.38,0.570607553366174,0.656192598919547,0.62824302134647,0.18514040691096,0.251881164964288,TRUE,0.592928063147701,1000
electricity,logloss,0.0658544608749026,0.932031553811499,0.176684410165649,0.982079659034367,0.86512873710294,0.676078529795632,FALSE,0.966243447992019,1000
eucalyptus,logloss,0.311347649018882,0.652927516927517,0.714354045441804,0.930840227112954,0.602717615403635,0.551621603081003,TRUE,0.800950698065572,1000
fabert,logloss,0.296105740306008,0.672213907775307,0.798384647650768,0.95110383259227,0.645350332462941,0.0843911045230925,TRUE,0.988666095724329,1000
first-order-theorem-proving,logloss,0.367604805151739,0.508082225018351,1.04274267435846,0.872084977967396,0.497278311338143,0.0321746952831745,FALSE,0.988999999943189,1000
guillermo,logloss,0.15375,0.822340062828054,0.370157811027609,0.914273858836438,0.679459420697952,0.214165985584259,FALSE,0.994565188442357,1000
har,logloss,0.0180595733439007,0.981769068662751,0.0830048047108059,0.999633781201561,0.978322095111471,0.200819062301889,FALSE,0.995894593908451,1000
higgs,logloss,0.275706272310046,0.723214126771922,0.538728581340142,0.803296652036306,0.446603572201729,0.292669430375099,FALSE,0.993796335323714,1000
ilpd,logloss,0.267475160724722,0.602120482339277,0.500114781277591,0.76460575083692,0.25764467405355,0.0172596697229892,FALSE,0.876599438441917,1000
jannis,logloss,0.280880925590464,0.529744175961042,0.709937736018735,0.856484325656219,0.553223848562519,0.268431698670611,FALSE,0.978779360977933,1000
jasmine,logloss,0.177960090682589,0.822049217002237,0.385070222960424,0.891545666111136,0.661139665896758,0.148648908361793,FALSE,0.989265502803028,1000
jm1,logloss,0.175012322422082,0.59193288586092,0.414769869399785,0.765660081111263,0.297918213591893,0.0705645107664168,TRUE,0.939847697480582,1000
jungle_chess_2pcs_raw_endgame_complete,logloss,0.178161105828257,0.748375567512354,0.294460855110612,0.968641772041597,0.687755284697203,0.886418600566685,TRUE,0.730417279596441,1000
kc1,logloss,0.137984653577071,0.625162844192664,0.321832366982165,0.840917677298691,0.351238223294148,0.0388740620110184,FALSE,0.947680154745467,1000
kc2,logloss,0.153156748911466,0.693028719248231,0.364216878029786,0.845419702248971,0.476370865890634,0.00489191990345717,FALSE,0.857678841636516,1000
kr-vs-kp,logloss,0.00344239811912226,0.996565305920666,0.0115041381020003,0.999889900281995,0.993127350173185,0.638173632090911,FALSE,0.990980215766467,1000
madelon,logloss,0.135,0.865,0.360444585143095,0.930698224852071,0.730396820869107,0.419387542875484,FALSE,0.993964636186138,1000
mfeat-factors,logloss,0.041,0.959,0.184488105517253,0.999483333333333,0.954627129394995,0.449591206386685,FALSE,0.892951006651856,1000
mfeat-fourier,logloss,0.155,0.845,0.450689077266699,0.9877,0.828462068370071,0.378039596602321,FALSE,0.972895795735531,1000
mfeat-karhunen,logloss,0.05,0.95,0.295545357003455,0.999194444444445,0.944674681152609,0.529551301384345,FALSE,0.995901435846463,1000
mfeat-morphological,logloss,0.295,0.705,0.64321939442116,0.968533333333333,0.673486740212847,0.235535346670076,TRUE,0.977727579441853,1000
mfeat-pixel,logloss,0.0265,0.9735,0.178496815969535,0.999738888888889,0.970681495819999,0.315425724023953,FALSE,0.996926351706497,1000
mfeat-zernike,logloss,0.2355,0.7645,0.615049706290814,0.976066666666667,0.738994604018418,0.811516114044935,FALSE,0.459324883506633,1000
mnist_784,logloss,0.0271428571428571,0.972627366290406,0.179260237263213,0.999720207441174,0.969838375674733,0.335388530045748,FALSE,0.996473934291862,1000
nomao,logloss,0.0293050590645411,0.962599904143339,0.0807960777618682,0.995604478884266,0.928037215077049,0.0676655860152096,FALSE,0.952542271092534,1000
numerai28.6,logloss,0.478799833887043,0.52039808916567,0.691737591600717,0.528912887252987,0.0413025569927862,0.00255779339931905,TRUE,0.124303699354641,1000
optdigits,logloss,0.0241992882562278,0.975794482287223,0.138695555871042,0.999757074093798,0.973162347245692,0.619146772427484,FALSE,0.996915672742762,1000
ozone-level-8hr,logloss,0.0580093990227506,0.59017236641492,0.146694464062321,0.921930291103783,0.327543199753384,0.131058331113309,FALSE,0.889370052888989,1000
pc1,logloss,0.0613267813267813,0.599285180838579,0.175514567515349,0.87918956043956,0.339886740742326,0.333115694345906,TRUE,0.393410141160712,1000
pc3,logloss,0.0946962273395394,0.567959093211753,0.242922049401529,0.859997783687943,0.27617542310221,0.0113250664435327,FALSE,0.819721005042084,1000
pc4,logloss,0.0898205007085498,0.707498468137255,0.182332649715715,0.950440410539216,0.515588355987973,0.403536507859826,FALSE,0.650031765643507,1000
pendigits,logloss,0.00864207130449169,0.991439895884091,0.059524425331597,0.999904301571615,0.990406284739919,0.466113737784326,FALSE,0.991889568232,1000
phoneme,logloss,0.0838204285616485,0.894262284177385,0.214549168501371,0.968437396750645,0.796328027913203,0.0346708246506751,FALSE,0.99937494492624,1000
qsar-biodeg,logloss,0.129829290206649,0.842824361628709,0.306773133119437,0.934695668605606,0.705618363606598,0.129502868512645,FALSE,0.851083284220658,1000
riccardo,logloss,0.0038,0.997466666666667,0.0624239593631213,0.997338933333333,0.989976011525228,0.000986394705250859,FALSE,0.959219194576144,1000
robert,logloss,0.5284,0.472408383384873,1.63360813878307,0.906620667198959,0.413408042641151,0.164229132933542,FALSE,0.950159817375243,1000
satimage,logloss,0.076049766718507,0.900642942306845,0.230819900273437,0.993980267578781,0.906331137971196,0.173307895194739,FALSE,0.939336514333263,1000
segment,logloss,0.0601731601731602,0.93982683982684,0.159378284089477,0.996786042240588,0.929948911090412,0.242368371691555,FALSE,0.987081225565635,1000
semeion,logloss,0.0652555031446541,0.934522058823529,0.401136773966213,0.998378165849673,0.927881346902244,0.284246852621436,FALSE,0.977684289845638,1000
shuttle,logloss,0.000137931034482759,0.981171904346683,0.000431883272928425,0.999998931110042,0.999612094172503,0.586466219741851,FALSE,0.969964506314136,1000
sick,logloss,0.0103413189620086,0.94792127241464,0.0257661769483216,0.99792054010792,0.910050545660341,0.620034022256732,FALSE,0.951983371865936,1000
spambase,logloss,0.0456366122795435,0.950386646994671,0.138685667467462,0.987695330563816,0.904392549964825,0.144050212809816,FALSE,0.973191613005474,1000
splice,logloss,0.0454545454545455,0.954716400347345,0.144696412470305,0.994484067418087,0.927054689662192,0.488171772100031,FALSE,0.913655292778276,1000
steel-plates-fault,logloss,0.195270948982289,0.807806501249125,0.520421537389036,0.980519755788029,0.747857186133573,0.36663186759688,FALSE,0.913874320709147,1000
sylvine,logloss,0.0497662341617934,0.950231791099222,0.138810769847479,0.986827903777245,0.901986683011988,0.404651457443833,FALSE,0.99508155642543,1000
tic-tac-toe,logloss,0.0261293859649123,0.965147065668887,0.135309381878581,0.998553530242335,0.942894223536065,0.599205751204863,FALSE,0.982391667040065,1000
vehicle,logloss,0.244747899159664,0.757813852813853,0.47438939668301,0.936547681515214,0.675034343084366,0.526082277763635,FALSE,0.817819417337887,1000
volkert,logloss,0.292351226204768,0.616051171358515,0.883836545252996,0.964908767202494,0.654010518042426,0.41392312082462,FALSE,0.99790521718096,1000
wall-robot-navigation,logloss,0.00293141109654871,0.994574545327277,0.0107757001862111,0.999951953111911,0.995586849773852,0.627674063900486,FALSE,0.94347596205771,1000
wdbc,logloss,0.0298558897243108,0.966525974025974,0.105693070759089,0.993488455988456,0.936803748076341,0.139636937528849,FALSE,0.950910097034648,1000
wilt,logloss,0.0161178413154698,0.895631610181122,0.0443567311456534,0.992427348358378,0.835413354384102,0.637537588598207,TRUE,0.925839373073541,1000
APSFailure,auc,0.00596052631578947,0.869129690032872,0.0224517785498418,0.991711885299015,0.819164760760632,0.11833476042375,FALSE,0.963626203546301,1000
Amazon_employee_access,auc,0.052275097499388,0.5982135510283,0.167768785294025,0.85063551047475,0.346364869700013,0.229311460861936,FALSE,0.966841993830167,1000
Australian,auc,0.133333333333333,0.866140786208698,0.318025984074917,0.945269325091057,0.732544518765934,0.389039400033653,FALSE,0.177961081778631,1000
Bioresponse,auc,0.187151063829787,0.810351668910787,0.432840847158746,0.884649152445533,0.622614586261013,0.080763247795403,FALSE,0.994695975049399,1000
CIFAR_10,auc,0.501466666666667,0.498533333333333,1.58191056751797,0.917426453703704,0.443424664843813,0.0343092542607337,FALSE,0.951916876342148,1000
Fashion-MNIST,auc,0.107528571428571,0.892471428571429,0.344465219350201,0.995052455782313,0.880717402574972,0.0447758068330586,FALSE,0.938222163147293,1000
GesturePhaseSegmentationProcessed,auc,0.293729516097937,0.63815736941478,0.853631691579616,0.940523614195182,0.613318089940719,0.125849100295454,FALSE,0.988804783951491,1000
Internet-Advertisements,auc,0.0222626240023868,0.935061671292014,0.0818350354952231,0.985597269332237,0.905415568238756,0.0627297204919159,TRUE,0.899833928816952,1000
KDDCup09_appetency,auc,0.0178,0.5,0.0775864954735803,0.817163602003299,0,0.233925294131041,FALSE,0.987533392151818,1000
MiceProtein,auc,0.00555555555555555,0.995,0.331762950812957,1,0.993757588878739,0.0205701270606369,FALSE,0.927089177910239,1000
PhishingWebsites,auc,0.0267745657172314,0.972122075150575,0.0718029225438086,0.997558862370151,0.945791435241782,0.228667184710503,FALSE,0.965566185396165,1000
adult,auc,0.134494855886872,0.77529520413807,0.29650777599997,0.919643863337549,0.606963337605338,0.0763109168037772,FALSE,0.897048090770841,1000
analcatdata_authorship,auc,0.0487114845938375,0.844778249661934,0.521362520828882,1,0.930226392971481,0.015690466510132,TRUE,0.259051164767519,1000
analcatdata_dmft,auc,0.766487341772152,0.225028235653236,1.74764296046816,0.631727264722457,0.0735688835650196,0.0730852936394513,FALSE,0.506849780166522,1000
balance-scale,auc,0.0879928315412186,0.659729064039409,0.654008149988611,0.97597984259102,0.847101558173135,0.159597797086462,TRUE,0.101436065812595,1000
bank-marketing,auc,0.0936055202998323,0.701864438571969,0.19987836692271,0.932395964283397,0.482664323796856,0.254351841518655,FALSE,0.848174451594241,1000
banknote-authentication,auc,0.00727282344229345,0.993140218280425,0.0361218415091108,1,0.985514679351421,0.00100984214805067,FALSE,0.84661132178735,1000
blood-transfusion-service-center,auc,0.237945945945946,0.5,0.50526107365942,0.765778007109276,0,0.464521413901821,FALSE,0.248483632062562,1000
breast-w,auc,0.0300414078674948,0.970102657004831,0.0907961537284104,0.994354388083736,0.934842794903083,0.136240236228332,FALSE,0.905107387690805,1000
car,auc,0.0179392391450464,0.973645712341885,0.0872816936185332,0.999938379005365,0.961775999234577,0.408492957707495,TRUE,0.751390666305088,1000
christine,auc,0.263019486941635,0.736981003143365,0.535270216516651,0.815377866939801,0.474723171682783,0.112004496855661,FALSE,0.979008608753793,1000
churn,auc,0.049,0.861568523735245,0.175256439509752,0.918151328418279,0.787357737702038,0.660285692894831,FALSE,0.967264508176595,1000
climate-model-simulation-crashes,auc,0.0703703703703704,0.585,0.179824431399891,0.93280612244898,0.330525280300725,0.20047939918004,FALSE,0.795364581001923,1000
cmc,auc,0.440554329840044,0.524812807545255,0.887495263355566,0.768519964217494,0.310156590413117,0.57666304288432,TRUE,0.216990761156194,1000
cnae-9,auc,0.05,0.95,1.38259753186051,0.999440586419753,0.944554010451938,0.00139777967706323,FALSE,0.958714391943067,1000
connect-4,auc,0.181254332579994,0.593486839640979,0.492813410902705,0.900451333465872,0.608728107453443,0.167183125624433,FALSE,0.973394972644746,1000
credit-approval,auc,0.128985507246377,0.872775020678246,0.31769402735701,0.940953666216824,0.744104162122907,0.773796360706911,TRUE,0.926266212482005,1000
credit-g,auc,0.252,0.605714285714286,0.503422373273744,0.80652380952381,0.317487868291708,0.0826065521687269,TRUE,0.279277377435938,1000
cylinder-bands,auc,0.146296296296296,0.839654787708785,0.3787514442743,0.929566771324748,0.703989747067993,0.100440816488117,FALSE,0.906480986322276,1000
diabetes,auc,0.225341763499658,0.73868660968661,0.471487518757613,0.840150997150997,0.494882359472335,0.269306285073981,FALSE,0.668089440907352,1000
dilbert,auc,0.017,0.983100954165299,0.285140513572407,0.999780080403799,0.978807029771376,0.0154257835820317,FALSE,0.985865767044015,1000
dna,auc,0.0508536897931823,0.935782043645075,0.368305905547595,0.996344689698481,0.91735197446479,0.0357110304757953,FALSE,0.783713585138321,1000
dresses-sales,auc,0.408,0.514285714285714,0.668443480991346,0.645812807881773,0.0682283761624829,0.234853970818222,TRUE,0.113708660053089,1000
electricity,auc,0.0663179152423152,0.931567569151978,0.177685714335753,0.982429962520855,0.864180684686005,0.597731923917308,FALSE,0.973114501591772,1000
eucalyptus,auc,0.309922251018141,0.648225108225108,0.770839285497954,0.933194517603608,0.605882828163239,0.164218646707013,TRUE,0.512361079314724,1000
fabert,auc,0.300477326617042,0.662445387161078,0.85494881094945,0.953238722510851,0.641219254074474,0.0147285861894488,FALSE,0.994146452657878,1000
first-order-theorem-proving,auc,0.368258667351283,0.506491463985729,1.16339760693348,0.872416750436738,0.496194777802375,0.675132602453232,FALSE,0.35540601843968,1000
guillermo,auc,0.15525,0.819238784479159,0.373119592188449,0.915325250784602,0.677272817847468,0.103885432006791,FALSE,0.964289775979705,1000
har,auc,0.0146614207402795,0.985381233112453,0.119742662128088,0.99976054193404,0.982381191326369,0.02876450214535,FALSE,0.984202590002678,1000
higgs,auc,0.273972463029067,0.724684593835544,0.542060046151834,0.804397873639716,0.449832762699458,0.2020059148781,FALSE,0.843294489756227,1000
ilpd,auc,0.282904734073641,0.58769193653071,0.499092155831763,0.766337663114026,0.21885006557602,0.0385087626054883,FALSE,0.946416677976958,1000
jannis,auc,0.279841927110498,0.531193581300785,0.714936061236947,0.857889935600892,0.554881336327333,0.265028161695227,FALSE,0.969094308023341,1000
jasmine,auc,0.178291171915333,0.821711409395973,0.385703029584366,0.892232737264087,0.662766350695066,0.132209877949208,FALSE,0.999330967804417,1000
jm1,auc,0.177860152325393,0.582953265322093,0.417050102414955,0.766194441005839,0.27750648575636,0.179372460348532,TRUE,0.421646760450676,1000
jungle_chess_2pcs_raw_endgame_complete,auc,0.170307205165227,0.752395412180837,0.314219839503493,0.970953282317843,0.700384404386403,0.520054686581716,TRUE,0.391729498328641,1000
kc1,auc,0.135610471676822,0.644135674228634,0.329322835689897,0.841178746340754,0.381329514446167,0.0924252660479397,FALSE,0.697988675860688,1000
kc2,auc,0.204970972423803,0.5,0.399560981731308,0.852882747333967,0,0.406562655465677,FALSE,0.331343367323279,1000
kr-vs-kp,auc,0.00375489811912226,0.996268054705862,0.0130746093706423,0.999874271065712,0.99251991254405,0.718022071057931,FALSE,0.935663837613538,1000
madelon,auc,0.130769230769231,0.869230769230769,0.373668634204018,0.934781065088757,0.738898285278089,0.284302457701415,FALSE,0.975361845316365,1000
mfeat-factors,auc,0.0305,0.9695,0.251360285920323,0.999683333333333,0.966266205835341,0.0367758003994823,FALSE,0.996297718398273,1000
mfeat-fourier,auc,0.151,0.849,0.480417220605903,0.988388888888889,0.832731593041185,0.200605607591569,FALSE,0.972400875366293,1000
mfeat-karhunen,auc,0.0335,0.9665,0.481970408608198,0.999722222222222,0.962905514685282,0.0720321969129145,FALSE,0.877590575441718,1000
mfeat-morphological,auc,0.289,0.711,0.673200266543536,0.969622222222222,0.683580725640738,0.198353163199499,FALSE,0.887493173149414,1000
mfeat-pixel,auc,0.018,0.982,0.221069628281689,0.999888888888889,0.980089814008185,0.0361895803362131,FALSE,0.99232024110388,1000
mfeat-zernike,auc,0.2195,0.7805,0.740016466812549,0.9781,0.756522682531995,0.0498216883279383,FALSE,0.78578352839686,1000
mnist_784,auc,0.0299,0.969864015670518,0.199252394675243,0.999663511028754,0.966774755666986,0.254449377767742,FALSE,0.992924063559622,1000
nomao,auc,0.0288118429123477,0.963067204269212,0.0817008805430297,0.995729292465329,0.929228047629906,0.0432908746879548,FALSE,0.99839045770932,1000
numerai28.6,auc,0.4796926910299,0.519344127683772,0.691705127747824,0.52918828021777,0.039386377114886,0.0427447233814746,TRUE,0.122508971486241,1000
optdigits,auc,0.0154804270462633,0.984531408851282,0.188362340630003,0.999895765570838,0.982832909597576,0.101286768680438,FALSE,0.937199776736088,1000
ozone-level-8hr,auc,0.0572235535775419,0.561448693401411,0.148786571600281,0.923453621955111,0.277371465618909,0.0287118095438927,FALSE,0.537609983049333,1000
pc1,auc,0.0667403767403767,0.590617331697429,0.175314908219429,0.879108876560333,0.292882832455492,0.178528992459178,TRUE,0.806362136686221,1000
pc3,auc,0.0991629919973869,0.537777988855117,0.245864099884079,0.860971377912867,0.184540907747897,0.0193370552733541,TRUE,0.956878137611784,1000
pc4,auc,0.0925743977326405,0.688735702614379,0.185429716417997,0.951348039215686,0.492918690522973,0.328771678730845,TRUE,0.920250554312952,1000
pendigits,auc,0.00727735958309207,0.992763942259258,0.082159255521765,0.999937179421763,0.991923805209822,0.0921018563676625,FALSE,0.969205009075813,1000
phoneme,auc,0.0841928527418361,0.894553907516306,0.218990080400175,0.968621606764018,0.795807899685216,0.0521732168272138,FALSE,0.995059309597127,1000
qsar-biodeg,auc,0.134564240790656,0.837943409247757,0.310923450735008,0.935779010154786,0.694300696710325,0.0701648639515042,FALSE,0.956466816458851,1000
riccardo,auc,0.0167,0.9678,0.161748435100749,0.999765333333333,0.955347534520806,0.00744775449857116,FALSE,0.764195746090263,1000
robert,auc,0.5192,0.481372799431862,1.649993963029,0.911031049274851,0.423774701157049,0.0139015347231179,FALSE,0.950922288512811,1000
satimage,auc,0.0777604976671851,0.898266070972047,0.235961062974638,0.994069756716874,0.904213298809682,0.0801486030686647,FALSE,0.99607149460353,1000
segment,auc,0.0597402597402597,0.94025974025974,0.16988950518123,0.997179588088679,0.930535539435103,0.0780812327284366,FALSE,0.899046325590462,1000
semeion,auc,0.0489465408805032,0.950980392156863,0.477564067862336,0.999277471405229,0.946017502368143,0.0316156533081085,FALSE,0.99978745484259,1000
shuttle,auc,0.000206896551724138,0.895459051354694,0.00143874291735588,1,0.999418087029585,0.275951475603506,TRUE,0.920828512520529,1000
sick,auc,0.0116668771841186,0.926888356669123,0.0290270249888131,0.998036838487735,0.895201762921151,0.409587043337524,FALSE,0.987541482993402,1000
spambase,auc,0.043898424974064,0.951434562307635,0.143834899957957,0.98871759605913,0.908144086970737,0.0737863564863801,FALSE,0.909093558066525,1000
splice,auc,0.0473354231974922,0.939556338820765,0.394905988386874,0.996827213871866,0.923017819210552,0.0489143626764417,FALSE,0.978000486874953,1000
steel-plates-fault,auc,0.199389373513085,0.813369808661642,0.555715075436964,0.981142824060661,0.743128534847785,0.149194014724344,FALSE,0.962089896877296,1000
sylvine,auc,0.0515210008528265,0.948475498540856,0.140416359261518,0.987281039345589,0.898388573184621,0.315306330565363,FALSE,0.999999086372554,1000
tic-tac-toe,auc,0.0292763157894737,0.957843137254902,0.170515240294079,1,0.936481971807508,0.550640962552279,FALSE,0.681659758696333,1000
vehicle,auc,0.249397759103641,0.753501082251082,0.488480661356461,0.938490763590729,0.669968341512859,0.637059005210176,TRUE,0.780476485122927,1000
volkert,auc,0.293723203567141,0.613256526647705,0.892110204931751,0.964853477834685,0.652315995428676,0.324378345161676,FALSE,0.968974496680312,1000
wall-robot-navigation,auc,0.00329771146284908,0.993890901661705,0.0148388913129351,0.999978491897071,0.995035895394916,0.445369138149545,FALSE,0.704730389150791,1000
wdbc,auc,0.0404135338345865,0.95245670995671,0.138197570047664,0.993745619459905,0.914419958075436,0.0154542557429522,TRUE,0.707918614707887,1000
wilt,auc,0.0179782009821536,0.878394904059959,0.0470811904065611,0.993249700414091,0.814086778463706,0.66376981837675,FALSE,0.450306886504404,1000
APSFailure,mcc,0.00522368421052632,0.891643175687985,0.0237932721342652,0.990053923550346,0.844340817451067,0.289446100825444,FALSE,0.886324017099105,1000
Amazon_employee_access,mcc,0.0519393966830647,0.647365323684978,0.260928388124185,0.837947458477927,0.405827145847861,0.651485361624509,FALSE,0.967917956109159,1000
Australian,mcc,0.126086956521739,0.875953375995821,0.322565828212955,0.939187236080275,0.750099546351689,0.938791681546718,TRUE,0.430905875260942,1000
Bioresponse,mcc,0.184220567375887,0.813415944396583,0.435275778427982,0.88420924348533,0.628583332351014,0.0613287705928087,FALSE,0.840944368811324,1000
CIFAR_10,mcc,0.497083333333333,0.502916666666667,1.56341733905598,0.917589290123457,0.448228564722599,0.125464360695332,FALSE,0.982154617807828,1000
Fashion-MNIST,mcc,0.106457142857143,0.893542857142857,0.333608950318572,0.995040764172336,0.881889620194342,0.124208152061328,FALSE,0.981511235702783,1000
GesturePhaseSegmentationProcessed,mcc,0.292007842847708,0.64097233304825,0.855170736224326,0.940422424098259,0.615722975909865,0.152253934647888,FALSE,0.970499149570242,1000
Internet-Advertisements,mcc,0.0213479898560453,0.940165998561003,0.1242338651253,0.982831997122006,0.909545416382067,0.141752708237618,TRUE,0.963709591538645,1000
KDDCup09_appetency,mcc,0.0178,0.5,0.0860995283750816,0.613845323156683,0,0.699292789783329,FALSE,0.553895182280429,1000
MiceProtein,mcc,0.00277777777777778,0.9975,0.212962969072957,0.999981684981685,0.996870193652882,0.150891857920215,FALSE,0.945038857799955,1000
PhishingWebsites,mcc,0.0258697519903775,0.972975771396257,0.0681236731134935,0.997560209612741,0.947644613094231,0.238730018259957,FALSE,0.997675033565611,1000
adult,mcc,0.13289787554373,0.780479138546401,0.295128468535576,0.918212137764774,0.613029404544051,0.304084518691525,FALSE,0.534943148330785,1000
analcatdata_authorship,mcc,0.00355742296918768,0.99421875,0.187928153004253,1,0.994902774139156,0.0568308099173009,FALSE,0.929770505987108,1000
analcatdata_dmft,mcc,0.741424050632911,0.256989468864469,1.76830535688859,0.611105203735011,0.108612977309393,0.302456296049058,FALSE,0.983053771383129,1000
balance-scale,mcc,0.0832309267793139,0.663218390804598,0.604043607077428,0.966313628899836,0.855520534368697,0.0225139553658664,FALSE,0.109515773504972,1000
bank-marketing,mcc,0.0923890290932844,0.721744069203119,0.204301558772986,0.928798360766947,0.504347661219753,0.949812124250457,TRUE,0.768862255848944,1000
banknote-authentication,mcc,0.00436898339151592,0.995907942359625,0.0206119385483502,0.999871418486604,0.991251046020095,0.603424168657512,FALSE,0.933079720963724,1000
blood-transfusion-service-center,mcc,0.208540540540541,0.670485036119711,0.473066502550143,0.749670335970646,0.380213755295163,0.618727011373267,FALSE,0.995062428712845,1000
breast-w,mcc,0.0228985507246377,0.979522946859903,0.155182230231089,0.99157962962963,0.950824762739426,0.0329322561156005,FALSE,0.113765566051006,1000
car,mcc,0.0127234843392929,0.981817305501516,0.0525201660919819,0.999531250248954,0.972792945875526,0.920222554123029,TRUE,0.787306455452927,1000
christine,mcc,0.260989284569371,0.739010523438568,0.535518265016905,0.814554542900903,0.478777639736817,0.181959589710459,FALSE,0.963586100540124,1000
churn,mcc,0.04,0.880317309614722,0.172485857836306,0.915914071952722,0.827708293011527,0.214014824479818,FALSE,0.827761434717104,1000
climate-model-simulation-crashes,mcc,0.0648148148148148,0.701959183673469,0.238203872929931,0.89369387755102,0.532416941903607,0.940700468141586,FALSE,0.808074952615425,1000
cmc,mcc,0.434482441625299,0.539278470492892,0.899600261880313,0.753960630979085,0.324075240044351,0.752822786103934,FALSE,0.859744108421728,1000
cnae-9,mcc,0.0472222222222222,0.952777777777778,0.521298798281706,0.998804012345679,0.947437039184107,0.0128828298766166,FALSE,0.883441357174888,1000
connect-4,mcc,0.177405713111223,0.619198977421136,0.469428882087455,0.897074441516361,0.621138391144265,0.266623779432848,FALSE,0.998049732297659,1000
credit-approval,mcc,0.115942028985507,0.881161029123678,0.346371386911718,0.936119600075457,0.76557707424904,0.106053329305723,TRUE,0.992215146915987,1000
credit-g,mcc,0.223,0.695,0.494940919798247,0.7915,0.43517842596512,0.491707881679758,FALSE,0.607239346625283,1000
cylinder-bands,mcc,0.15,0.837090797526457,0.378479631467937,0.925747681053168,0.696561117513632,0.0989988828077912,FALSE,0.939107775967568,1000
diabetes,mcc,0.216267942583732,0.742917378917379,0.481942110977142,0.833940170940171,0.511933030832189,0.694617432774976,TRUE,0.945704218931496,1000
dilbert,mcc,0.0171,0.982991407619481,0.276073493299107,0.999756423133033,0.978677817783831,0.020260410849005,FALSE,0.957765212235972,1000
dna,mcc,0.0392371995820272,0.953049765706709,0.290805547539798,0.995928778807519,0.93629486393276,0.0548801163677126,FALSE,0.944109099172056,1000
dresses-sales,mcc,0.364,0.580459770114943,0.660574689058,0.61576354679803,0.234892353878905,0.429399349080399,TRUE,0.337870772388019,1000
electricity,mcc,0.0656558487056802,0.932333647100717,0.17992523449677,0.982071579368152,0.865558309779502,0.672200367087498,FALSE,0.952550483262166,1000
eucalyptus,mcc,0.293594964827842,0.676480186480187,0.807263424173558,0.923930700612519,0.626351062239506,0.824686911888421,FALSE,0.67536698768381,1000
fabert,mcc,0.287123388266937,0.686894157516831,0.860509732359116,0.948506982069747,0.655929043446356,0.0813679159618914,FALSE,0.836349635384977,1000
first-order-theorem-proving,mcc,0.359594525207792,0.521262711479712,1.11073826964546,0.870575282628801,0.510626358204423,0.565350032877177,TRUE,0.999317725026049,1000
guillermo,mcc,0.15055,0.82679688741346,0.374208767166221,0.913718253222912,0.685715419258573,0.20997848873958,FALSE,0.985146709554829,1000
har,mcc,0.0142731655769104,0.985856464307797,0.128943579659971,0.999765259000506,0.982852724073964,0.0243544362019748,FALSE,0.944833424477838,1000
higgs,mcc,0.273778684344722,0.724828052251039,0.541474679715199,0.804367959364801,0.450179999392999,0.19354926655069,FALSE,0.930789528321475,1000
ilpd,mcc,0.267592051431911,0.604460869713739,0.532969259269123,0.726299361207898,0.26946731703266,0.905278456863016,FALSE,0.942183406162076,1000
jannis,mcc,0.27968666472644,0.531352010993067,0.714342962259141,0.857482809626043,0.555213957108221,0.311286974698305,FALSE,0.981833620043471,1000
jasmine,mcc,0.172599941639918,0.82741163310962,0.388164680385888,0.887645631578157,0.674254940514551,0.251892916625366,FALSE,0.970519327325746,1000
